ItemNo,LocationCode,diff_cols,Bottles per Case_v1,Supply_Total_v1,Supply_Reserved_v1,Supply_Reserved_Sale_v1,Supply_Avail_v1,Supply_Alloc_v1,Supply_AllocReserved_v1,Supply_AllocReserved_Sale_v1,Supply_AllocAvail_v1,Supply_Open_v1,Supply_OpenReserved_v1,Supply_OpenReserved_Sale_v1,Supply_OpenAvail_v1,Stock_Total_v1,Stock_Reserved_v1,Stock_Reserved_Sale_v1,Stock_Avail_v1,Stock_Alloc_v1,Stock_AllocReserved_v1,Stock_AllocReserved_Sale_v1,Stock_AllocAvail_v1,Stock_Open_v1,Stock_OpenReserved_v1,Stock_OpenReserved_Sale_v1,Stock_OpenAvail_v1,Stock_TOout_Unshipped_Avail_v1,Stock_TOout_Unshipped_AllocAvail_v1,Stock_TOout_Unshipped_OpenAvail_v1,IT_Total_v1,IT_Reserved_v1,IT_Reserved_Sale_v1,IT_Avail_v1,IT_Alloc_v1,IT_AllocReserved_v1,IT_AllocReserved_Sale_v1,IT_AllocAvail_v1,IT_Open_v1,IT_OpenReserved_v1,IT_OpenReserved_Sale_v1,IT_OpenAvail_v1,IT_TOin_Unshipped_Total_v1,IT_TOin_Unshipped_Reserved_v1,IT_TOin_Unshipped_Avail_v1,IT_TOin_Unshipped_Alloc_v1,IT_TOin_Unshipped_AllocReserved_v1,IT_TOin_Unshipped_AllocAvail_v1,IT_TOin_Unshipped_Open_v1,IT_TOin_Unshipped_OpenReserved_v1,IT_TOin_Unshipped_OpenAvail_v1,PO_Total_v1,PO_Reserved_v1,PO_Reserved_Sale_v1,PO_Avail_v1,PO_Alloc_v1,PO_AllocReserved_v1,PO_AllocReserved_Sale_v1,PO_AllocAvail_v1,PO_Open_v1,PO_OpenReserved_v1,PO_OpenReserved_Sale_v1,PO_OpenAvail_v1,BlanketPO_Qty_v1,SO_Total_v1,SO_Reserved_v1,PO_Ret_Total_v1,PO_Ret_Reserved_v1,SO_NoSupply_v1,Bottles per Case_v2,Supply_Total_v2,Supply_Reserved_v2,Supply_Reserved_Sale_v2,Supply_Avail_v2,Supply_Alloc_v2,Supply_AllocReserved_v2,Supply_AllocReserved_Sale_v2,Supply_AllocAvail_v2,Supply_Open_v2,Supply_OpenReserved_v2,Supply_OpenReserved_Sale_v2,Supply_OpenAvail_v2,Stock_Total_v2,Stock_Reserved_v2,Stock_Reserved_Sale_v2,Stock_Avail_v2,Stock_Alloc_v2,Stock_AllocReserved_v2,Stock_AllocReserved_Sale_v2,Stock_AllocAvail_v2,Stock_Open_v2,Stock_OpenReserved_v2,Stock_OpenReserved_Sale_v2,Stock_OpenAvail_v2,Stock_TOout_Unshipped_Avail_v2,Stock_TOout_Unshipped_AllocAvail_v2,Stock_TOout_Unshipped_OpenAvail_v2,IT_Total_v2,IT_Reserved_v2,IT_Reserved_Sale_v2,IT_Avail_v2,IT_Alloc_v2,IT_AllocReserved_v2,IT_AllocReserved_Sale_v2,IT_AllocAvail_v2,IT_Open_v2,IT_OpenReserved_v2,IT_OpenReserved_Sale_v2,IT_OpenAvail_v2,IT_TOin_Unshipped_Total_v2,IT_TOin_Unshipped_Reserved_v2,IT_TOin_Unshipped_Avail_v2,IT_TOin_Unshipped_Alloc_v2,IT_TOin_Unshipped_AllocReserved_v2,IT_TOin_Unshipped_AllocAvail_v2,IT_TOin_Unshipped_Open_v2,IT_TOin_Unshipped_OpenReserved_v2,IT_TOin_Unshipped_OpenAvail_v2,PO_Total_v2,PO_Reserved_v2,PO_Reserved_Sale_v2,PO_Avail_v2,PO_Alloc_v2,PO_AllocReserved_v2,PO_AllocReserved_Sale_v2,PO_AllocAvail_v2,PO_Open_v2,PO_OpenReserved_v2,PO_OpenReserved_Sale_v2,PO_OpenAvail_v2,BlanketPO_Qty_v2,SO_Total_v2,SO_Reserved_v2,PO_Ret_Total_v2,PO_Ret_Reserved_v2,SO_NoSupply_v2
1006-22R,HANOVER,"Supply_Total,Supply_Reserved,Supply_Alloc,Stock_Total,Stock_Avail,Stock_Alloc,Stock_AllocAvail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Reserved,IT_Avail,IT_Open,IT_OpenAvail",12.0,167.333333,0.0,0.0,167.333333,53.75,0.0,0.0,53.75,113.583333,0.0,0.0,113.583333,55.333333,0.0,0.0,55.333333,30.75,0.0,0.0,30.75,24.583333,0.0,0.0,24.583333,0.0,0.0,0.0,112.0,0.0,0.0,112.0,23.0,0.0,0.0,23.0,89.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,144.333333,-23.0,0.0,167.333333,-53.75,0.0,0.0,53.75,113.583333,0.0,0.0,113.583333,144.333333,0.0,0.0,421.083333,307.5,0.0,0.0,307.5,113.583333,0.0,0.0,113.583333,0.0,0.0,0.0,0.0,-23.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10096-19,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,62.833333,1.0,1.0,61.833333,40.0,0.0,0.0,40.0,22.833333,1.0,1.0,21.833333,62.833333,1.0,1.0,61.833333,40.0,0.0,0.0,40.0,22.833333,1.0,1.0,21.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,62.833333,1.0,1.0,61.833333,-40.0,0.0,0.0,40.0,22.833333,1.0,1.0,21.833333,62.833333,1.0,1.0,421.833333,400.0,0.0,0.0,400.0,22.833333,1.0,1.0,21.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10096-19,NY,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,0.25,0.083333,0.083333,0.166666,0.0,0.0,0.0,0.0,0.25,0.083333,0.083333,0.166666,0.166666,0.0,0.0,0.166666,0.0,0.0,0.0,0.0,0.166666,0.0,0.0,0.166666,0.0,0.0,0.0,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,12.0,0.166666,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.166666,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0
10119-24,HANOVER,"Supply_Total,Supply_Reserved,Supply_Open,Supply_OpenReserved,Supply_OpenReserved_Sale,Stock_Total,Stock_Reserved,Stock_Open,Stock_OpenReserved,Stock_OpenReserved_Sale,SO_Total,SO_Reserved",12.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,12.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
10121-19,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,2.416666,0.0,0.0,2.416666,2.0,0.0,0.0,2.0,0.416666,0.0,0.0,0.416666,2.416666,0.0,0.0,2.416666,2.0,0.0,0.0,2.0,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.416666,0.0,0.0,2.416666,-2.0,0.0,0.0,2.0,0.416666,0.0,0.0,0.416666,2.416666,0.0,0.0,20.416666,20.0,0.0,0.0,20.0,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10128-23,HANOVER,"Supply_Total,Supply_Reserved,Supply_Open,Supply_OpenReserved,Supply_OpenReserved_Sale,PO_Total,PO_Reserved,PO_Open,PO_OpenReserved,PO_OpenReserved_Sale,SO_Total,SO_Reserved",12.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
10145-18,HANOVER,"Supply_Total,Supply_Avail,Supply_Alloc,Supply_AllocAvail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Alloc,Stock_AllocReserved,Stock_AllocAvail,Stock_Open,Stock_OpenAvail",12.0,1343.166666,35.0,35.0,1308.166666,188.0,6.0,6.0,182.0,1155.166666,29.0,29.0,1126.166666,895.166666,35.0,35.0,860.166666,188.0,6.0,6.0,182.0,707.166666,29.0,29.0,678.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,448.0,0.0,35.0,35.0,0.0,0.0,0.0,12.0,1321.166666,35.0,35.0,1286.166666,-148.0,6.0,6.0,162.0,1153.166666,29.0,29.0,1124.166666,853.166666,35.0,35.0,2296.166666,1680.0,60.0,6.0,1620.0,705.166666,29.0,29.0,676.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,448.0,0.0,35.0,35.0,0.0,0.0,0.0
10145-18,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,PO_Total,PO_Avail,PO_Open,PO_OpenAvail",12.0,88.0,0.5,0.5,87.5,0.0,0.0,0.0,0.0,88.0,0.5,0.5,87.5,32.0,0.5,0.5,31.5,0.0,0.0,0.0,0.0,32.0,0.5,0.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.5,0.5,0.0,0.0,0.0,12.0,32.0,0.5,0.5,31.5,0.0,0.0,0.0,0.0,32.0,0.5,0.5,31.5,32.0,0.5,0.5,31.5,0.0,0.0,0.0,0.0,32.0,0.5,0.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
10145J-15,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10151-22,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,95.833333,3.666666,3.666666,92.166666,0.0,0.0,0.0,0.0,95.833333,3.666666,3.666666,92.166666,95.833333,3.666666,3.666666,92.166666,0.0,0.0,0.0,0.0,95.833333,3.666666,3.666666,92.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.666666,3.666666,0.0,0.0,0.0,12.0,92.833333,3.666666,3.666666,89.166666,0.0,0.0,0.0,0.0,92.833333,3.666666,3.666666,89.166666,92.833333,3.666666,3.666666,89.166666,0.0,0.0,0.0,0.0,92.833333,3.666666,3.666666,89.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.666666,3.666666,0.0,0.0,0.0
10170-19,HANOVER,"Supply_Alloc,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Reserved,IT_Avail,IT_Open,IT_OpenAvail",12.0,10.0,0.0,0.0,10.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,10.0,-8.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-8.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184-19,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.416666,0.0,0.0,0.416666,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10203-19,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,32.0,0.0,0.0,32.0,10.0,0.0,0.0,10.0,22.0,0.0,0.0,22.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,32.0,-10.0,0.0,0.0,10.0,22.0,0.0,0.0,22.0,9.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
10203-19LS,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.166666,0.0,0.0,0.166666,0.0,0.0,0.0,0.0,0.166666,0.0,0.0,0.166666,0.166666,0.0,0.0,0.166666,0.0,0.0,0.0,0.0,0.166666,0.0,0.0,0.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10203-20,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,167.583333,0.0,0.0,167.583333,0.0,0.0,0.0,0.0,167.583333,0.0,0.0,167.583333,96.583333,0.0,0.0,96.583333,0.0,0.0,0.0,0.0,96.583333,0.0,0.0,96.583333,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,167.583333,0.0,0.0,167.583333,0.0,0.0,0.0,0.0,167.583333,0.0,0.0,167.583333,111.583333,0.0,0.0,111.583333,0.0,0.0,0.0,0.0,111.583333,0.0,0.0,111.583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
10203C-20RP,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10204C-19,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",24.0,3.583333,0.0,0.0,3.583333,0.0,0.0,0.0,0.0,3.583333,0.0,0.0,3.583333,3.583333,0.0,0.0,3.583333,0.0,0.0,0.0,0.0,3.583333,0.0,0.0,3.583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.25,0.0,0.0,3.25,0.0,0.0,0.0,0.0,3.25,0.0,0.0,3.25,3.25,0.0,0.0,3.25,0.0,0.0,0.0,0.0,3.25,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10212-19,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,36.416666,0.0,0.0,36.416666,0.0,0.0,0.0,0.0,36.416666,0.0,0.0,36.416666,12.416666,0.0,0.0,12.416666,0.0,0.0,0.0,0.0,12.416666,0.0,0.0,12.416666,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.416666,0.0,0.0,36.416666,0.0,0.0,0.0,0.0,36.416666,0.0,0.0,36.416666,36.416666,0.0,0.0,36.416666,0.0,0.0,0.0,0.0,36.416666,0.0,0.0,36.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
